레시피_아이디,조회수,레시피_메인이미지,유저_아이디,제목,등록일,수정일,요약,인원수,소요시간,난이도
6901959,19827,https://recipe1.ezmember.co.kr/cache/recipe/2018/12/14/201deac217e5fd29b9a2526c20da134e1.jpg,ohbaksacom,닭가슴살로 소고기 부럽지않은 장조림 만들기,2018-12-14,2019-05-15,"소고기로 장조림을 만들때는 
시간이 오래걸리는 단점이 있지요~
닭가슴살로 만들면 뚝딱!! 금방 근사한 반찬이 완성됩니다",3인분,30분 이내,초급
6901994,69450,https://recipe1.ezmember.co.kr/cache/recipe/2018/12/14/aa75d4ce4806ba5f2813be84f2c55ed11.jpg,nayajin0924,청국장 수미네 반찬보다 더 맛있게 끓이는 방법,2018-12-14,2018-12-17,"묵은지를 먼저 볶아서 감칠맛을 더한 청국장찌개에요 
개운하고 구수한 맛을 느껴보고 싶다면 지금 바로 만들어보세요:)",4인분,30분 이내,아무나
6902005,85885,https://recipe1.ezmember.co.kr/cache/recipe/2018/12/14/aeebff82cee73f1be7514fe8a1c1e36e1.jpg,okybali,"소고기무국, 소고기무국 끓이기, 소고기뭇국 끓이는 방법, 아이 국, 무 요리, 국물요리",2018-12-14,2019-02-09,"보통 때는, 그냥 쇠고기 덩어리를 이용하여 끓였는데, 오늘은 국거리용 절단용을 이용하였습니다.
한 번쯤은 먹어봤을 쇠고기 뭇국인데도, 제 블로그에는 포스팅한 적이 없더라고요. 꼼꼼히 포스팅해놓아야겠습니다. 블로그 시작한 지 1년 반이 넘도록, 쇠고기 뭇국이 한번 포스팅되어 있어서 놀라웠습니다.",3인분,30분 이내,중급
6902022,31260,https://recipe1.ezmember.co.kr/cache/recipe/2018/12/15/c1a9995d8e3bfcb39046d29d81d2ae9e1.jpg,33006056,"냉장고에 흔히 사다놓는 건강 식재료로 뚝딱 한그릇 음식, 청경채 양송이 부추 덮밥",2018-12-15,2018-12-17,장보러 가면 그냥 목적없이 사게되는 식재료들이 있죠. 그저 자주 쓰이는 기본 재료들도 있지만 세일을 하거나 그냥 왠지 필요할 것 같아서 집어드는 것들이 있는데 그런 재료들로 한끼 간단히 먹을 수 있는 덮밥을 만들어봤어요.,2인분,15분 이내,초급
6902030,53156,https://recipe1.ezmember.co.kr/cache/recipe/2018/12/15/ca530afdeda9f667dd9b4647d06b580d1.jpg,37279613,뼈다귀해장국/감자탕/주말에 최고!,2018-12-15,2018-12-17,"주말에 삼식이들을위한 뼈다귀해장국/감자탕
넉넉하게~싸고 푸짐하게 ~
한그릇 보양식으로 술안주로도 다음날
해장국으로도 짱! 집들이 음식으로 제격인
뼈다귀를 이용한 감자탕 끓이는방법 입니당~",6인분 이상,2시간 이상,아무나
6902033,33754,https://recipe1.ezmember.co.kr/cache/recipe/2018/12/15/d09216a0a6adb177cd95b1177f3dc2ca1.png,ksy9623,"겉은 바삭, 속은 촉촉한 꿀맛 토스트 '시리얼 토스트'",2018-12-15,2018-12-17,"오늘은 집에 있는 시리얼과 식빵의 환상 조합! 시리얼 토스트를 만들었어요. 겉은 바삭, 속은 촉촉하니 넘 맛있고 만들기도 쉽답니다^^",2인분,10분 이내,아무나
6902060,54151,https://recipe1.ezmember.co.kr/cache/recipe/2018/12/15/183718fe269d3ef9d277cb4604b326971.jpg,minimini0107,아삭아삭 맛있는 숙주나물무침 만들기,2018-12-15,2018-12-17,"섬유소가 풍부하고 열량이 낮아 다이어트에 도움이 되는 숙주나물 ~ 

오늘은 숙주나물을 이용해 맛있는 숙주나물 무침을 만들어보았어요 :)",4인분,10분 이내,아무나
6902063,43527,https://recipe1.ezmember.co.kr/cache/recipe/2018/12/15/23baaeebbdae61699d6225c866aee07b1.jpg,minimini0107,백종원 감자볶음 황금레시피 감자채볶음 간단하게 만들기,2018-12-15,2018-12-17,오늘은 백종원 레시피로 감자볶음을 만들어보았어요 :),4인분,20분 이내,초급
6902078,53638,https://recipe1.ezmember.co.kr/cache/recipe/2018/12/15/fa797f5a53919345c9c049638022edb61.jpg,jun8707,깐풍만두,2018-12-15,2018-12-17,야식,2인분,60분 이내,아무나
6902079,84770,https://recipe1.ezmember.co.kr/cache/recipe/2018/12/15/256905647e828147814a7b86064b00641.jpg,64857534,토마토샤브샐러드♡홈파티에 좋은 고급요리,2018-12-15,2018-12-17,"빨간 토마토, 갈색 소고기, 하얀 양파, 초록 꽈리고추의 색깔이 참 예쁘죠? 여기에 새콤달콤한 소스가 어우러져 환상적인 맛을 낸답니다. 보암직도 하고 먹음직도 해서 파티 음식으로 최고랍니다. 아가부터 어른까지 모두 즐길 수 있어요.^^",5인분,60분 이내,중급
6902104,33935,https://recipe1.ezmember.co.kr/cache/recipe/2018/12/16/8377258c7065bf3c042695ac980205c51.jpg,kjo2456,가족들 몸보신을 위해~외식저리가라 오리고추장불고기*^^*,2018-12-16,2018-12-17,"오리고기가 피부미용에도 좋고 몸보신에도 좋은거 아시죠?
오늘 주말에 오리고추장 주물럭으로 피부미용과 몸보신까지 어떠세요??
외식말고~ 집에서 즐겨보세요!!",4인분,30분 이내,초급
6902107,53433,https://recipe1.ezmember.co.kr/cache/recipe/2018/12/16/28a34bea1a6c644e9b7b03c4d9c2ecd91.jpg,mk9689,깻잎김치 황금레시피 양념장 쉽고 맛있게,2018-12-16,2018-12-17,"깻잎 김치는 어렸을 때부터
친정엄마가 만들어 주시던 그 맛을
잊을 수가 없지

결혼하고 엄마한테 제일 처음으로
배운 음식이기도 하고~

엄마의 레시피로 깻잎 김치를 만들면
시큼, 달콤, 짭조름한 맛과
깻잎 향의 조화가 너~무 맛있다",6인분 이상,20분 이내,초급
6902125,285201,https://recipe1.ezmember.co.kr/cache/recipe/2018/12/16/8d523c42974f8f5d5d7fd79bbab908e61.jpg,30612010,우유달걀카레 - 아침식사 거르지마세요. 초간단 15분요리,2018-12-16,2019-03-15,"오늘은 조금 생소할 수 있는 조합인데요. 
우유달걀카레를 만들어봤습니다.
우리가 흔히 집에서 먹는 카레는 감자,당근,양파,고기를 넣고 만들잖아요.
이번에 알려드릴 레시피는 이런거 다 필요 없이 
우유, 달걀, 양파, 햄으로 15분만에 만드는 초간단 카레입니다.
카레가 재료들을 볶고, 익혀야되서 만드는데 은근 오래 걸리는데요.
이 레시피는 정말 간단하게 만들 수 있는 요리라서 
아침을 드시는 분들이라면 아침 메뉴로 너무 좋을것 같습니다. 
사실 아무때나 좋긴한데
우유와 달걀이 들어가서 카레가 정말 부드럽고,
또 빨리 만들 수 있어서 더 좋을거 같습니다.",1인분,15분 이내,아무나
6902200,60695,https://recipe1.ezmember.co.kr/cache/recipe/2018/12/17/1c05f71f1de3187f291a3b2d7b99c0ac1.jpg,81548946,수미네반찬 어묵볶음 만들기,2018-12-17,2018-12-17,"어묵볶음은 진짜 간단한거야~
라고 설명하시며 만든 수미네반찬 어묵볶음
설명만큼 간단하고 맛있는 반찬이랍니다.",3인분,15분 이내,아무나
6902206,112705,https://recipe1.ezmember.co.kr/cache/recipe/2018/12/17/bddd871adf35730ba3a53b89efdf45561.png,gdubu33,소고기메추리알장조림으로 고기반찬 걱정 뚝!,2018-12-17,2018-12-17,"냉장고에 쟁겨두면 한동안 고기반찬 걱정 뚝!
실패없는 소고기장조림 레시피 알려드릴께요 : )

세상의 모든 레시피 만개의레시피",4인분,60분 이내,중급
6902207,277691,https://recipe1.ezmember.co.kr/cache/recipe/2018/12/17/50be1cadb80ac917f3bb3ecd63c8ada31.jpg,30612010,부타동 : 일본식 돼지고기 덮밥 간단한 점심 메뉴로 굿!,2018-12-17,2019-03-16,"부타동은 일본식 돼지고기 덮밥으로
 부타는 일본어로 돼지를 뜻하고, 동은 밥을 뜻합니다. 
일본식 소스로 돼지고기를 조려서 밥위에 올린 덮밥식 음식인데요.. 
부타동은 주로 목살 부위를 사용하지만
저는 대패삼겹살을 이용해서 만들었습니다. 
대패삼겹살은 양념 베이기가 더 쉽고, 
조리시간을 줄일 수 있어서 사용했구요. 
돼지고기는 다른 부위를 사용하셔도 상관없습니다.",1인분,30분 이내,초급
6902222,200683,https://recipe1.ezmember.co.kr/cache/recipe/2018/12/17/f623b6cf6bb269098ea87bed297961f21.jpg,mk9689,고구마맛탕 만들기 에어프라이어로 간단하게,2018-12-17,2018-12-18,"아이들 간식으로 고구마 맛탕을 만들었다

늘 찌거나 구워 먹던 고구마를
오늘은 조금 더 달달하고 쫀득하게 만든
간식이라 아이들 참 좋아한다

늘 그렇듯 손 많이 가는 음식을
만들기에는 시간이 촉박해^^;;

고구마 맛탕을 초간단 편하게
만들어 주니 나름 신경 쓴 티는 나지만
사실 손 갈게 거의 없다",4인분,20분 이내,초급
6902235,23299,https://recipe1.ezmember.co.kr/cache/recipe/2018/12/17/30aa5eff89338720eb8bc5b9a7eed42a1.jpg,tlsghk9088,오징어볶음 황금레시피 매콤달콤 양념장,2018-12-17,2018-12-19,매콤달콤한게 땡겨 오징어볶음을 간만에 해먹었지요. 요거 하나 있음 다른반찬 필요없이 한그릇 뚝딱 하지요^^.,2인분,30분 이내,초급
6902239,45967,https://recipe1.ezmember.co.kr/cache/recipe/2018/12/17/18c54b862f01bc03de886148736abf701.jpg,96may0504,마카롱 필링의 기본인 앙글레즈 버터크림 만들기,2018-12-17,2018-12-18,오늘은 마카롱 필링 만들기에 기본인 앙글레즈버터크림을 만들어보았습니다~!! 앙글레즈버터크림만 만들어놓으면 마카롱 만들기 절반은 성공이에요~!! 다양한 재료를 섞어서 여러가지 맛의 마카롱을 만들어보세요♡♡♡ 만드는법도 간단하고 쉬우니 다함께 만들어보세용~!!♡♡♡,6인분 이상,30분 이내,초급
6902274,136429,https://recipe1.ezmember.co.kr/cache/recipe/2018/12/18/3c48fbc9ecd0bc3b29cf77437d57ddd31.png,gdubu33,진미채볶음 딱딱하지않고 부드럽게 만드는 법!,2018-12-18,2018-12-18,"간단해 보이면서도 은근 어려운 진미채볶음!
자칫잘못하면 너무 짜거나 딱딱해져서 이가 아픈경우가...ㅎㄷㄷㄷ
요~대로 만들면 넘나 맛있는 진미채볶음 완성! 냉장고에 쟁여두면
한동안 밑반찬 걱정 끝! : )",6인분 이상,15분 이내,초급
6902285,54471,https://recipe1.ezmember.co.kr/cache/recipe/2018/12/18/28ee71babbe2a3285e3a0ae75e2f42ac1.jpg,yammoo,"포송 쫀득! 치즈 공구마 만들기ㅣ전자렌지 3분 컷, 고구마 요리",2018-12-18,2018-12-19,"오늘은 체다치즈와 고구마를 이용한 전자렌지요리, 치즈 공구마를 만들어 봤어요. 제 요리 영상에서 영상만 즐기실 분들은 그냥 보시면 되지만, 따라 하실 분들은 꼭 더보기를 읽고 만드세요!",1인분,10분 이내,초급
6902300,89092,https://recipe1.ezmember.co.kr/cache/recipe/2018/12/18/a144910bd4279905bdd20e40ae7ef3e11.jpg,ksy9623,중식의 대가 이연복 쉐프 깐풍만두 초간단 레시피,2018-12-18,2018-12-19,오늘은 만들기 쉽지만 정말 맛있는 이연복쉐프님의 깐풍만두 레시피를 소개해드릴께요. 야식으로 강추 드립니다,1인분,15분 이내,아무나
6902322,58722,https://recipe1.ezmember.co.kr/cache/recipe/2018/12/19/7f859ab027032c3e1ef0175a4a27b98d1.jpg,kjo2456,아끼는 특급레시피~호두멸치볶음(멸치볶음 만드는법),2018-12-19,2021-03-04,"안녕하세요. 김진옥입니다. 
제 반찬쇼핑몰에 인기있는 반찬중 한가지가 호두멸치볶음입니다.
이 레시피는 정말 제가 아끼는 특급레시피입니다.
기존 블로그에 소개한 방법과 다른 호두멸치볶음!!!
이 동영상대로 만드시면 초보자분들도 맛있게 멸치볶음 성공하실겁니다.",4인분,20분 이내,중급
6902329,34998,https://recipe1.ezmember.co.kr/cache/recipe/2018/12/19/a91c7f98edd4dd4da3169eadf2be7d591.jpg,rh0301,크리스마스날 어울리는 칵테일 새우 청경채 볶음,2018-12-19,2018-12-19,"크리스마스 츄리와 비슷한 칵테일 청경채 볶음입니다. 가족들이랑 친지들이랑 가볍게 와인한잔 즐길수 있는 날~ 너무 어렵고 복잡한 요리는 피곤해 지겠죠.재료도 간단, 요리도 간단, 하지만 맛과 모양은 대박^^ㅎ 함께 즐겨 보세요.",2인분,10분 이내,아무나
6902358,38984,https://recipe1.ezmember.co.kr/cache/recipe/2018/12/19/d8faf777f445e6afeb978e7505ca5c8a1.jpg,18588245,차승원 닭곰탕 오랫만에,2018-12-19,2018-12-19,"날이 쌀쌀해지니 뜨끈한 국물 생각이 절로 나네요~
작년에도 몇 번 맛있게 해 먹었던 가성비 갑인 메뉴^^
차승원의 닭곰탕 해 먹으려구요~~",4인분,90분 이내,초급
6902378,56259,https://recipe1.ezmember.co.kr/cache/recipe/2018/12/19/592efe2a28b9a22752082d734f88fc1d1.jpg,mk9689,신전떡볶이 레시피,2018-12-19,2018-12-19,"매콤한 맛이 포인트인 
신전떡볶이 레시피는
후추와 카레 가루가 들어간다

떡볶이의 매운맛을 모짜렐라치즈가 한 번 잡아주고~

자꾸 손이 가는 매운 떡볶이 레시피~",2인분,20분 이내,초급
6902395,24598,https://recipe1.ezmember.co.kr/cache/recipe/2018/12/19/cb0f92d493159cda2da3db6081ead6711.jpg,molly,[홈베이킹] 호텔식빵 만들기,2018-12-19,2018-12-28,"호텔에서 식빵 먹어본 적은 없지만, 왜 호텔식빵인지 알겠더라구요. 만들어서 맛을 보니 조식으로 딱이겠더라구요.
 설탕과 버터 함유량이 타 식빵보다 높은 편이라 온전히 식빵만 먹어도 너무너무 맛있답니다. 
 저는 반죽 기계를 이용했지만, 아래의 분량(강력분 250g) 정도는 손반죽으로도 충분히 가능하니 따라 만들어 보세요^^
 우유식빵의 깔끔한 맛과는 다른 매력을 가진 호텔식빵. 함께 만들어 볼까요?


(중)파운드케이크틀 기준 
[가로(W) 25cm x 세로(L) 7cm x 높이(H) 6.5cm]",4인분,2시간 이상,아무나
6902441,160394,https://recipe1.ezmember.co.kr/cache/recipe/2018/12/20/4397bb9597252fa1429877098943890c1.jpg,41762813,새우살로 만드는 얼큰한 새우탕 만들기,2018-12-20,2018-12-20,"얼큰하면서 시원한 해물이 들어간 
탕을 먹고 싶었는데
새우살로 야매(???!!) 간단 새우탕 만들어봤습니다 :) 


간단하게 만드는 얼큰 새우탕 레시피 가져왔습니다 :D",2인분,60분 이내,아무나
6902467,41857,https://recipe1.ezmember.co.kr/cache/recipe/2018/12/20/2d9379170cf9a95031f8da930229e06b1.jpg,96may0504,밥도둑 꽈리고추 멸치볶음 황금레시피,2018-12-20,2018-12-21,"밥반찬으로 빼놓을수없는 꽈리고추멸치볶음 황금레시피를 알려드리려고합니다~!!
꽈리고추 속까지 양념이 베어들어 싱겁지않고 감칠맛도는 황금레시피이니 다함께 따라하셔서 맛있는 멸치볶음 만들어보세요~!!",4인분,30분 이내,초급
6902484,43545,https://recipe1.ezmember.co.kr/cache/recipe/2018/12/20/ebea1249484b1df4a9e510e6538eaf251.jpg,yuna291,초간단 국물 요리 :: 깔끔하고 시원한 콩나물국,2018-12-20,2018-12-21,"안녕하세요~ 시윤입니당 '0'

​

나물로 무쳐먹어도 맛있고, 찜으로 만들어 먹어도 맛있는 콩나물!

아삭아삭한 식감 때문에 제가 엄청 좋아하는 음식이에요 ٩(･ิᴗ･ิ๑)۶

​

그래서 오늘은 쉬운 듯 어려운 듯 은근 어려운 콩나물국 레시피를 가지고 왔어요!

깔끔한 맛이 좋은 콩나물국, 시작해볼게요 ~ ❛ ڡ ❛",4인분,30분 이내,아무나
6902495,25566,https://recipe1.ezmember.co.kr/cache/recipe/2018/12/17/f402a80f84c97a3c75f7ef315e21e0551.jpg,rh0301,삼겹살 김치볶음,2018-12-21,2018-12-21,"음~ 오늘 저녁 반찬은 냉장고 확인 결과, 잘 익은 배추김치에 삼겹살 넣고~ 김치볶음으로 결정했습니다.
삼겹살 김치볶음 하나면 다른 반찬 필요 있을까요?",4인분,30분 이내,아무나
6902496,32345,https://recipe1.ezmember.co.kr/cache/recipe/2018/12/21/4eb864b3d827e2b049775cb3acbd4b9d1.jpg,s0hye0n,"간단한 설명으로, 빠르게 탕후루 만들기",2018-12-21,2018-12-21,달달한 딸기 탕후루를 간단한 설명으로 한번에 만들어보세요.,2인분,30분 이내,초급
6902511,50443,https://recipe1.ezmember.co.kr/cache/recipe/2018/12/21/357f584387ee950ed68883cf8a41e4821.jpg,molly,[홈베이킹] 완전 쉬운 머랭쿠키 만들기(스위스머랭),2018-12-21,2020-07-13,"뭘 만들어 보려고 해도 쉽게 엄두가 안날 때, 한번씩 그럴때가 있잖아요. 간단하게 만들 수 있는 쿠키가 뭐가 있을까 생각하다가 만든 머랭쿠키 입니다. 
 계란 흰자와 설탕만 있으면 되요! 재료 준비하고 만드는데 채 30분도 걸리지 않아요.(오븐에 굽는 것은 1시간....(?!)) 
제가 만든 머랭쿠키는 식용색소를 사용했지만, 아이간식이나 선물용으로 만들 때에는 색소를 빼도 전혀 문제가 되지 않으니 참고 하시어 만들어 보세요! :)
시중에 파는 머랭쿠키랑 정말 식감이나 맛이 비슷해서 만들어 보고 깜짝 놀랐답니다! 영상과 과정을 참고해 만들어 보세요.",3인분,90분 이내,아무나
6902535,70479,https://recipe1.ezmember.co.kr/cache/recipe/2018/12/21/833be1b08a1a41d051734288c481b6c41.jpg,gdubu33,참치김치볶음 짜지않고 감칠맛 듬-뿍!,2018-12-21,2018-12-21,"진짜 밥도둑을 찾는다면 바로요것!
쉽게만들고 저렴하게 만들어서 밥 2공기 뚝딱!
해치워 버리게 만드는 리얼 밥도둑!

세상의 모든 레시피 만개의레시피",2인분,15분 이내,아무나
6902603,19758,https://recipe1.ezmember.co.kr/cache/recipe/2018/12/22/e850b0451c8ce49074368508ada16a6f1.jpg,57348412,오징어채볶음 맛있게,2018-12-22,2018-12-24,"간단하게 밑반찬 만들어 놓음 국이나 찌개만 준비하면
식사준비 쉽고 편하죠. 오늘은 남편이 좋아하는 오징어채를 볶아봤어요. 고추장으로 맛을 내고 마요네즈 넣어 부드럽고 고소한 맛을 더했어요.",4인분,15분 이내,초급
